mean_feature_norm,std_feature_norm,mean_pairwise_distance,std_pairwise_distance,pca_first_component_ratio,pca_top10_ratio
1.0,4.2729105587113736e-08,1.2931785583496094,0.18253469467163086,0.1257336437702179,0.6689130663871765
